北京口腔医院,三甲,北京,东城,116.420000,39.930000
北京第六医院,二甲,北京,东城,116.420000,39.930000
和平里医院,三甲,北京,东城,116.420000,39.930000
北京隆福医院,二甲,北京,东城,116.420000,39.930000
北京普仁医院,二甲,北京,东城,116.420000,39.930000
中医科学院针灸医院,一级,北京,东城,116.420000,39.930000
八一儿童医院,三甲,北京,东城,116.420000,39.930000
北京恒和医院,二级,北京,东城,116.420000,39.930000
北京鼓楼医院,二甲,北京,东城,116.420000,39.930000
中医研究院骨伤医院,三级,北京,东城,116.420000,39.930000
北京市东四妇产医院,二甲,北京,东城,116.420000,39.930000
东花市社区卫生服务中心,一级,北京,东城,116.420000,39.930000
崇文区天坛社区卫生服务中心,一甲,北京,东城,116.420000,39.930000
崇文口腔医院,一甲,北京,东城,116.420000,39.930000
东城区精神卫生保健院,二级,北京,东城,116.420000,39.930000
北京佑安医院,三甲,北京,丰台,116.280000,39.850000
北京中医药大学东方医院,三甲,北京,丰台,116.280000,39.850000
302医院,三甲,北京,丰台,116.280000,39.850000
307医院,三甲,北京,丰台,116.280000,39.850000
航天总医院,三级,北京,丰台,116.280000,39.850000
电力医院,三级,北京,丰台,116.280000,39.850000
丰台医院,二甲,北京,丰台,116.280000,39.850000
北京博爱医院,三甲,北京,丰台,116.280000,39.850000
731医院,二甲,北京,丰台,116.280000,39.850000
铁营医院,二级,北京,丰台,116.280000,39.850000
南苑医院,二级,北京,丰台,116.280000,39.850000
丰台中西医结合医院,三甲,北京,丰台,116.280000,39.850000
丰台妇幼保健医院,二级,北京,丰台,116.280000,39.850000
北京新里程肿瘤医院,二级,北京,丰台,116.280000,39.850000
丰台区东高地社区卫生服务中心,一级,北京,丰台,116.280000,39.850000
丰台社区卫生服务中心,一级,北京,丰台,116.280000,39.850000
马家堡社区卫生服务中心,一级,北京,丰台,116.280000,39.850000
太平桥社区卫生服务中心,一级,北京,丰台,116.280000,39.850000
首都经济贸易大学医院,一级,北京,丰台,116.280000,39.850000
北京市丰台区铁营社区卫生服务中心,一级,北京,丰台,116.280000,39.850000
北京市丰台区新村社区卫生服务中心,一级,北京,丰台,116.280000,39.850000
北京大学国际医院,三级,北京,昌平,116.230000,40.220000
北京清华长庚医院,三级,北京,昌平,116.230000,40.220000
回龙观医院,三甲,北京,昌平,116.230000,40.220000
昌平中医院,三甲,北京,昌平,116.230000,40.220000
天通苑医院,一甲,北京,昌平,116.230000,40.220000
北京市昌平区中西医结合医院,三甲,北京,昌平,116.230000,40.220000
昌平区医院,三级,北京,昌平,116.230000,40.220000
昌平区妇幼保健院,二甲,北京,昌平,116.230000,40.220000
北京市昌平区精神卫生保健院,二级,北京,昌平,116.230000,40.220000
昌平城区社区卫生服务中心,一级,北京,昌平,116.230000,40.220000
北京市昌平区南口医院,二级,北京,昌平,116.230000,40.220000
昌平区回龙观社区卫生服务中心,一级,北京,昌平,116.230000,40.220000
北大医疗康复医院,三级,北京,昌平,116.230000,40.220000
沙河医院,二级,北京,昌平,116.230000,40.220000
北京小汤山医院,三级,北京,昌平,116.230000,40.220000
北京市顺义区医院,三级,北京,顺义,116.650000,40.130000
北京市顺义区中医医院,三甲,北京,顺义,116.650000,40.130000
顺义妇幼保健院,二甲,北京,顺义,116.650000,40.130000
北京顺义区空港医院,二级,北京,顺义,116.650000,40.130000
顺义区李桥镇卫生院,一甲,北京,顺义,116.650000,40.130000
顺义北小营社区卫生服务中心,一级,北京,顺义,116.650000,40.130000
顺义区牛栏山社区卫生服务中心,一级,北京,顺义,116.650000,40.130000
李遂社区卫生服务中心,一级,北京,顺义,116.650000,40.130000
张喜庄卫生院,一甲,北京,顺义,116.650000,40.130000
顺义城区社区卫生服务中心,一甲,北京,顺义,116.650000,40.130000
顺义仁和社区卫生服务中心,一级,北京,顺义,116.650000,40.130000
杨镇中心医院,一级,北京,顺义,116.650000,40.130000
顺义天竺社区卫生服务中心,一级,北京,顺义,116.650000,40.130000
顺义区仁和镇卫生院,一级,北京,顺义,116.650000,40.130000
顺义区南法信镇卫生院,一级,北京,顺义,116.650000,40.130000
北京市仁和医院,二甲,北京,大兴,116.330000,39.730000
亦庄同仁医院,三甲,北京,大兴,116.330000,39.730000
大兴中医院,三甲,北京,大兴,116.330000,39.730000
大兴人民医院,三级,北京,大兴,116.330000,39.730000
北京市大兴区中西医结合医院,三级,北京,大兴,116.330000,39.730000
国家康复医院,二级,北京,大兴,116.330000,39.730000
大兴精神病医院,二甲,北京,大兴,116.330000,39.730000
大兴区妇幼保健院,二甲,北京,大兴,116.330000,39.730000
北京市监狱管理局中心医院,二甲,北京,大兴,116.330000,39.730000
大兴区旧宫医院,一甲,北京,大兴,116.330000,39.730000
朝阳医院西院,三甲,北京,石景山,116.220000,39.900000
首钢医院,三级,北京,石景山,116.220000,39.900000
石景山医院,二甲,北京,石景山,116.220000,39.900000
清华大学玉泉医院,二甲,北京,石景山,116.220000,39.900000
八大处整形医院,三甲,北京,石景山,116.220000,39.900000
中医科学院眼科医院,三甲,北京,石景山,116.220000,39.900000
北京康复医院,三级,北京,石景山,116.220000,39.900000
北京未来儿童医院,一甲,北京,石景山,116.220000,39.900000
石景山区中医医院,二级,北京,石景山,116.220000,39.900000
石景山区古城社区卫生服务中心,一级,北京,石景山,116.220000,39.900000
金顶街社区卫生服务中心(首钢医院),一级,北京,石景山,116.220000,39.900000
赵山社区卫生服务站,一级,北京,石景山,116.220000,39.900000
北京市房山区良乡医院,二甲,北京,房山,116.130000,39.750000
北京燕化医院,三级,北京,房山,116.130000,39.750000
房山中医院,三甲,北京,房山,116.130000,39.750000
中国核工业北京四〇一医院,二级,北京,房山,116.130000,39.750000
房山区第一医院,二甲,北京,房山,116.130000,39.750000
房山区城关地区社区卫生服务中心,一级,北京,房山,116.130000,39.750000
燕山东风街道社区卫生服务中心,一级,北京,房山,116.130000,39.750000
北京市房山区韩村河镇社区卫生服务中心,一级,北京,房山,116.130000,39.750000
北京中能建医院,一甲,北京,房山,116.130000,39.750000
房山区妇幼保健院,二甲,北京,房山,116.130000,39.750000
北京潞河医院,三级,北京,通州,116.650000,39.920000
北京胸科医院,三甲,北京,通州,116.650000,39.920000
263医院,二甲,北京,通州,116.650000,39.920000
东直门医院东区,二甲,北京,通州,116.650000,39.920000
通州区妇幼保健院,二甲,北京,通州,116.650000,39.920000
北京市通州区第三医院,二级,北京,通州,116.650000,39.920000
通州区新华医院,二级,北京,通州,116.650000,39.920000
牛堡屯社区卫生服务中心,一级,北京,通州,116.650000,39.920000
平谷区医院,三级,北京,平谷,117.120000,40.130000
平谷区中医医院,三甲,北京,平谷,117.120000,40.130000
平谷区妇幼保健院,,二级,北京,平谷,117.120000,40.130000
平谷区王辛庄卫生服务中心,一级,北京,平谷,117.120000,40.130000
平谷区精神病医院,二级,北京,平谷,117.120000,40.130000
平谷金海湖社区卫生服务中心,一级,北京,平谷,117.120000,40.130000
平谷区东高村镇中心卫生院,一级,北京,平谷,117.120000,40.130000
北京市密云区医院,二甲,北京,密云,116.830000,40.370000
密云县妇幼保健院,二甲,北京,密云,116.830000,40.370000
密云区中医医院,二甲,北京,密云,116.830000,40.370000
溪翁庄镇社区卫生服务中心,一级,北京,密云,116.830000,40.370000
密云区第二人民医院,二级,北京,密云,116.830000,40.370000
北京西田各庄镇社区卫生服务中心,一级,北京,密云,116.830000,40.370000
北京怀柔医院,二甲,北京,怀柔,116.630000,40.320000
怀柔中医院,二甲,北京,怀柔,116.630000,40.320000
北京市怀柔区妇幼保健院,二甲,北京,怀柔,116.630000,40.320000
北京市怀柔区第二医院,二级,北京,怀柔,116.630000,40.320000
怀柔泉河社区卫生服务中心,一级,北京,怀柔,116.630000,40.320000
京煤集团总医院,三级,北京,门头沟,116.100000,39.930000
门头沟区医院,二甲,北京,门头沟,116.100000,39.930000
门头沟区中医院,二甲,北京,门头沟,116.100000,39.930000
北京市门头沟区妇幼保健院,二甲,北京,门头沟,116.100000,39.930000
延庆医院,二甲,北京,延庆,115.970000,40.450000
延庆县中医院,二级,北京,延庆,115.970000,40.450000
延庆区妇幼保健院,二甲,北京,延庆,115.970000,40.450000
青云社区卫生服务站,一级,北京,海淀,116.300000,39.950000
团结湖社区中心,一级,北京,朝阳,116.430000,39.920000
北京市回民医院,三甲,北京,西城,116.370000,39.920000
东城区第一人民医院,二甲,北京,东城,116.420000,39.930000
北京劲松社区卫生服务中心,一级,北京,北京,116.400000,39.900000
中国兵器工业北京北方医院,二级,北京,北京,116.400000,39.900000
果园社区卫生服务中心,一级,北京,北京,116.400000,39.900000
延庆镇卫生院,一级,北京,北京,116.400000,39.900000
峪口社区卫生服务中心,一级,北京,北京,116.400000,39.900000
右安门社区卫生服务中心,一级,北京,北京,116.400000,39.900000
同仁京苑社区卫生服务中心,一级,北京,北京,116.400000,39.900000
巨各庄镇社区卫生服务中心,一甲,北京,北京,116.400000,39.900000
清河社区卫生服务中心,一级,北京,北京,116.400000,39.900000
西城区月坛街道三里河二区社区卫生服务站,一级,北京,北京,116.400000,39.900000
黑庄户社区卫生服务中心,一级,北京,北京,116.400000,39.900000
建国门社区卫生服务中心,一级,北京,北京,116.400000,39.900000
鼓楼社区卫生服务中心,一甲,北京,北京,116.400000,39.900000
怀柔镇社区卫生服务中心,一级,北京,北京,116.400000,39.900000
北京市东城区朝阳门社区卫生服务中心,一级,北京,北京,116.400000,39.900000
密云区河南寨镇社区卫生服务中心,一级,北京,北京,116.400000,39.900000
哈医大一院,三甲,黑龙江,哈尔滨,126.530000,45.800000
哈医大二院,三甲,黑龙江,哈尔滨,126.530000,45.800000
哈医大四院,三甲,黑龙江,哈尔滨,126.530000,45.800000
黑龙江省肿瘤医院,三甲,黑龙江,哈尔滨,126.530000,45.800000
黑龙江中医药大学附属第一医院,三甲,黑龙江,哈尔滨,126.530000,45.800000
哈尔滨市第一医院,三甲,黑龙江,哈尔滨,126.530000,45.800000
哈尔滨儿童医院,三甲,黑龙江,哈尔滨,126.530000,45.800000
黑龙江省医院,三甲,黑龙江,哈尔滨,126.530000,45.800000
哈尔滨中医院,三甲,黑龙江,哈尔滨,126.530000,45.800000
哈尔滨市第四医院,三甲,黑龙江,哈尔滨,126.530000,45.800000
黑龙江省中医院,三甲,黑龙江,哈尔滨,126.530000,45.800000
黑龙江中医药大学附属第二医院,三甲,黑龙江,哈尔滨,126.530000,45.800000
尚志人民医院,二级,黑龙江,哈尔滨,126.530000,45.800000
黑龙江省医院南岗分院,三甲,黑龙江,哈尔滨,126.530000,45.800000
哈尔滨市第五医院,三甲,黑龙江,哈尔滨,126.530000,45.800000
五常市人民医院,二级,黑龙江,哈尔滨,126.530000,45.800000
哈医大口腔医院,三甲,黑龙江,哈尔滨,126.530000,45.800000
延寿县人民医院,二甲,黑龙江,哈尔滨,126.530000,45.800000
黑龙江省农垦总医院,三甲,黑龙江,哈尔滨,126.530000,45.800000
哈尔滨市第二医院,三级,黑龙江,哈尔滨,126.530000,45.800000
黑龙江省第四医院,三甲,黑龙江,哈尔滨,126.530000,45.800000
哈尔滨红十字医院,三甲,黑龙江,哈尔滨,126.530000,45.800000
黑龙江省第二医院,三级,黑龙江,哈尔滨,126.530000,45.800000
阿城区人民医院,二甲,黑龙江,哈尔滨,126.530000,45.800000
黑龙江省森工总医院,三甲,黑龙江,哈尔滨,126.530000,45.800000
黑龙江省医院道外分院,三甲,黑龙江,哈尔滨,126.530000,45.800000
黑龙江省电力医院,二甲,黑龙江,哈尔滨,126.530000,45.800000
木兰县人民医院,二级,黑龙江,哈尔滨,126.530000,45.800000
双城区人民医院,三级,黑龙江,哈尔滨,126.530000,45.800000
哈尔滨第六医院,二甲,黑龙江,哈尔滨,126.530000,45.800000
哈尔滨市传染病医院,三甲,黑龙江,哈尔滨,126.530000,45.800000
通河县人民医院,二甲,黑龙江,哈尔滨,126.530000,45.800000
道里区人民医院,二甲,黑龙江,哈尔滨,126.530000,45.800000
哈尔滨市第一专科医院,三甲,黑龙江,哈尔滨,126.530000,45.800000
哈尔滨市第七医院,二甲,黑龙江,哈尔滨,126.530000,45.800000
依兰县人民医院,二级,黑龙江,哈尔滨,126.530000,45.800000
哈尔滨市普宁医院,三级,黑龙江,哈尔滨,126.530000,45.800000
宾县人民医院,二甲,黑龙江,哈尔滨,126.530000,45.800000
巴彦县人民医院,二甲,黑龙江,哈尔滨,126.530000,45.800000
哈尔滨第十医院,二甲,黑龙江,哈尔滨,126.530000,45.800000
黑龙江省康复医院,三甲,黑龙江,哈尔滨,126.530000,45.800000
呼兰区妇幼保健院,二级,黑龙江,哈尔滨,126.530000,45.800000
哈尔滨市呼兰区第一人民医院,二级,黑龙江,哈尔滨,126.530000,45.800000
哈尔滨汽轮机医院,二级,黑龙江,哈尔滨,126.530000,45.800000
呼兰区红十字医院,二级,黑龙江,哈尔滨,126.530000,45.800000
黑龙江省口腔病防治院,三级,黑龙江,哈尔滨,126.530000,45.800000
黑龙江省商业职工医院,二甲,黑龙江,哈尔滨,126.530000,45.800000
哈尔滨市眼科医院,二甲,黑龙江,哈尔滨,126.530000,45.800000
建三江人民医院,三甲,黑龙江,哈尔滨,126.530000,45.800000
哈尔滨二四二医院,三甲,黑龙江,哈尔滨,126.530000,45.800000
黑龙江省公安厅安康医院,二级,黑龙江,哈尔滨,126.530000,45.800000
黑龙江省监狱管理局中心医院,二甲,黑龙江,哈尔滨,126.530000,45.800000
黑龙江省清河林区人民医院,二级,黑龙江,哈尔滨,126.530000,45.800000
黑龙江省皮肤病防治研究所,三级,黑龙江,哈尔滨,126.530000,45.800000
哈尔滨市公安医院,二甲,黑龙江,哈尔滨,126.530000,45.800000
哈市胸科医院,三甲,黑龙江,哈尔滨,126.530000,45.800000
哈尔滨南岗区妇产医院,三级,黑龙江,哈尔滨,126.530000,45.800000
哈尔滨口腔医院,二甲,黑龙江,哈尔滨,126.530000,45.800000
黑龙江省妇幼保健院,三级,黑龙江,哈尔滨,126.530000,45.800000
南岗区王岗医院,一甲,黑龙江,哈尔滨,126.530000,45.800000
通河县妇幼保健院,二级,黑龙江,哈尔滨,126.530000,45.800000
方正县妇幼保健院,二级,黑龙江,哈尔滨,126.530000,45.800000
方正林区医院,二级,黑龙江,哈尔滨,126.530000,45.800000
金都社区卫生服务中心,一级,黑龙江,哈尔滨,126.530000,45.800000
哈尔滨汽轮机厂医院,二甲,黑龙江,哈尔滨,126.530000,45.800000
南岗区燎原社区卫生服务中心,一级,黑龙江,哈尔滨,126.530000,45.800000
齐齐哈尔第一医院,三甲,黑龙江,齐齐哈尔,123.950000,47.330000
齐齐哈尔医学院附属第二医院,三甲,黑龙江,齐齐哈尔,123.950000,47.330000
齐齐哈尔医学院附属第三医院,三甲,黑龙江,齐齐哈尔,123.950000,47.330000
齐齐哈尔医学院第一附属医院,三甲,黑龙江,齐齐哈尔,123.950000,47.330000
齐齐哈尔中医院,三甲,黑龙江,齐齐哈尔,123.950000,47.330000
龙江县第一人民医院,二甲,黑龙江,齐齐哈尔,123.950000,47.330000
克山县第一人民医院,二甲,黑龙江,齐齐哈尔,123.950000,47.330000
齐齐哈尔第二医院,三甲,黑龙江,齐齐哈尔,123.950000,47.330000
齐齐哈尔建华医院,三级,黑龙江,齐齐哈尔,123.950000,47.330000
齐齐哈尔市第一医院分院,三级,黑龙江,齐齐哈尔,123.950000,47.330000
齐齐哈尔203医院,三甲,黑龙江,齐齐哈尔,123.950000,47.330000
齐齐哈尔第一机床厂职工医院,二甲,黑龙江,齐齐哈尔,123.950000,47.330000
甘南县人民医院,二甲,黑龙江,齐齐哈尔,123.950000,47.330000
克东县人民医院,二甲,黑龙江,齐齐哈尔,123.950000,47.330000
泰来县人民医院,二甲,黑龙江,齐齐哈尔,123.950000,47.330000
富裕县人民医院,二甲,黑龙江,齐齐哈尔,123.950000,47.330000
齐齐哈尔市精神卫生中心,三级,黑龙江,齐齐哈尔,123.950000,47.330000
齐齐哈尔市五官医院,二级,黑龙江,齐齐哈尔,123.950000,47.330000
依安县人民医院,二甲,黑龙江,齐齐哈尔,123.950000,47.330000
北钢医院,二甲,黑龙江,齐齐哈尔,123.950000,47.330000
齐齐哈尔市碾子山区人民医院,二甲,黑龙江,齐齐哈尔,123.950000,47.330000
拜泉县人民医院,二级,黑龙江,齐齐哈尔,123.950000,47.330000
富裕县中医院,二甲,黑龙江,齐齐哈尔,123.950000,47.330000
北京市双河医院,二级,黑龙江,齐齐哈尔,123.950000,47.330000
农垦齐齐哈尔管理局中心医院,二甲,黑龙江,齐齐哈尔,123.950000,47.330000
齐齐哈尔医学院第四附属医院,三甲,黑龙江,齐齐哈尔,123.950000,47.330000
齐齐哈尔市第七医院,二级,黑龙江,齐齐哈尔,123.950000,47.330000
大庆油田总医院,三甲,黑龙江,大庆,125.030000,46.580000
大庆龙南医院,三甲,黑龙江,大庆,125.030000,46.580000
大庆市人民医院,三甲,黑龙江,大庆,125.030000,46.580000
大庆市第四医院,三级,黑龙江,大庆,125.030000,46.580000
大庆中医院,三甲,黑龙江,大庆,125.030000,46.580000
大庆第五医院,二甲,黑龙江,大庆,125.030000,46.580000
大庆第二医院,三级,黑龙江,大庆,125.030000,46.580000
肇源县人民医院,二甲,黑龙江,大庆,125.030000,46.580000
大庆市第三医院,三甲,黑龙江,大庆,125.030000,46.580000
杜尔伯特县人民医院,二甲,黑龙江,大庆,125.030000,46.580000
肇州县人民医院,二甲,黑龙江,大庆,125.030000,46.580000
大庆油田总医院集团乘风医院,二级,黑龙江,大庆,125.030000,46.580000
大庆油田总医院集团南区医院,二级,黑龙江,大庆,125.030000,46.580000
林甸县医院,二级,黑龙江,大庆,125.030000,46.580000
大庆市红岗区人民医院,二级,黑龙江,大庆,125.030000,46.580000
大庆哮喘病医院,二级,黑龙江,大庆,125.030000,46.580000
大庆油田总医院集团四厂医院,二级,黑龙江,大庆,125.030000,46.580000
大庆油田总医院集团脑血管医院,二级,黑龙江,大庆,125.030000,46.580000
大庆油田总医院集团铁人医院,二级,黑龙江,大庆,125.030000,46.580000
大庆市爱民医院,二甲,黑龙江,大庆,125.030000,46.580000
肇州县妇幼保健院,二甲,黑龙江,大庆,125.030000,46.580000
杜蒙县人民医院,二甲,黑龙江,大庆,125.030000,46.580000
大庆油田总医院集团让北医院,一甲,黑龙江,大庆,125.030000,46.580000
萨尔图区人民医院,二级,黑龙江,大庆,125.030000,46.580000
大庆市让胡路区人民医院,二级,黑龙江,大庆,125.030000,46.580000
大庆市龙凤镇卫生院,一级,黑龙江,大庆,125.030000,46.580000
牡丹江第二人民医院,三甲,黑龙江,牡丹江,129.600000,44.580000
牡丹江医学院红旗医院,三甲,黑龙江,牡丹江,129.600000,44.580000
牡丹江第一人民医院,三甲,黑龙江,牡丹江,129.600000,44.580000
海林市人民医院,二甲,黑龙江,牡丹江,129.600000,44.580000
宁安市人民医院,二甲,黑龙江,牡丹江,129.600000,44.580000
穆棱市人民医院,二甲,黑龙江,牡丹江,129.600000,44.580000
绥芬河市人民医院,二甲,黑龙江,牡丹江,129.600000,44.580000
林口县人民医院,二级,黑龙江,牡丹江,129.600000,44.580000
牡丹江市中医院,三甲,黑龙江,牡丹江,129.600000,44.580000
牡丹江医学院附属第二医院,三甲,黑龙江,牡丹江,129.600000,44.580000
牡丹江妇产医院,三甲,黑龙江,牡丹江,129.600000,44.580000
牡丹江林业中心医院,三甲,黑龙江,牡丹江,129.600000,44.580000
牡丹江心血管医院,三甲,黑龙江,牡丹江,129.600000,44.580000
东宁县人民医院,二甲,黑龙江,牡丹江,129.600000,44.580000
牡丹江肛肠医院,二级,黑龙江,牡丹江,129.600000,44.580000
牡丹江结核肿瘤医院,二甲,黑龙江,牡丹江,129.600000,44.580000
牡丹江糖尿病医院,二级,黑龙江,牡丹江,129.600000,44.580000
林口县妇幼保健院,二级,黑龙江,牡丹江,129.600000,44.580000
牡丹江康安医院,三甲,黑龙江,牡丹江,129.600000,44.580000
佳木斯中心医院,三甲,黑龙江,佳木斯,130.370000,46.820000
佳木斯大学附属第一医院,三甲,黑龙江,佳木斯,130.370000,46.820000
佳木斯口腔医院,三甲,黑龙江,佳木斯,130.370000,46.820000
佳木斯中医院,三甲,黑龙江,佳木斯,130.370000,46.820000
佳木斯市妇幼保健院,三甲,黑龙江,佳木斯,130.370000,46.820000
桦川县人民医院,二甲,黑龙江,佳木斯,130.370000,46.820000
佳木斯大学附属第三医院,三级,黑龙江,佳木斯,130.370000,46.820000
佳木斯市肿瘤结核医院,三甲,黑龙江,佳木斯,130.370000,46.820000
